k,c,h0,i0,kh (feedback current gain (air gap)),kv (feedback current gain (velocity)),V_kmh,,a_z_max (Maximum vertical acceleration)
47870890.07,10184.6154,0.009146271,22.65767872,6712.481673,56.05969871,482.5135264,,0.419985188
34959821.05,12607.96816,0.008128265,29.79581533,4201.352396,66.24063785,392.8475742,,0.048074464
53322621.6,18798.83725,0.008461687,20.96882513,4473.860048,63.20168592,242.8273634,,0.05921291
42324396.23,16239.07209,0.008974208,26.61622952,4258.698911,44.44060887,442.2748645,,0.191727174
44630169.28,17351.71814,0.010854412,22.20546165,6790.907535,78.74790922,351.4842038,,0.144490923
30080758.17,17648.92485,0.008694319,21.43357524,4105.644665,35.08755732,485.9931587,,0.38358385
59648550.47,6710.27866,0.010863372,26.2937817,4973.961471,30.75712079,268.3878806,,0.086405122
36447106.2,14315.79849,0.00951687,23.72548725,7551.3183,56.48831318,273.0188679,,0.079561686
49281466.45,5012.707675,0.010202687,25.47902533,4047.989977,29.67331446,446.5458268,,0.350378422
34091418.4,14960.73142,0.008292931,23.3058196,4397.81368,40.91797783,466.9718721,,0.294233164
50590220.14,15862.64504,0.011396581,22.33066398,5637.740685,37.87153796,247.4097395,,0.062858097
38999761.39,8274.009444,0.009554448,22.39236849,5461.683926,63.43359633,285.9631301,,0.091751653
44252915.84,8374.266846,0.009961066,21.83693992,8235.918951,41.21310293,372.8430208,,0.223848339
31939096.45,9941.465605,0.008268076,23.46355422,7224.527987,56.02008916,449.2004617,,0.372551206
56113262.74,8013.085616,0.008221259,21.44421539,6371.589713,55.72447836,292.4405171,,0.09107185
38691396.01,19455.79877,0.01055342,29.48989101,5458.149361,40.82468848,474.9312484,,0.482986185
46374907.47,6088.060055,0.008879271,24.66263444,6463.15884,32.50986136,243.1213758,,0.061249148
34356879.47,9200.650943,0.011399646,22.64925216,5296.066031,78.45664257,483.4975809,,0.324584065
54934585.72,12357.18197,0.010555274,24.90386469,7326.671912,70.78426501,434.9319406,,0.291003356
41157991.44,8493.2299,0.009792068,23.88349527,8159.987643,63.96143829,298.6068842,,0.098917306
45292641.63,7054.807877,0.009609923,25.05406366,7885.506023,66.53192237,448.7257012,,0.335616567
31042520.02,10614.36268,0.008293163,24.85058864,7791.45239,51.44529539,209.4691196,,0.044987
57805712.95,10533.14013,0.009549318,22.14852812,4769.25239,57.43608651,205.0658175,,0.044011096
36677374.73,18016.9258,0.009995026,26.88847179,7655.586473,45.2641572,296.2382834,,0.107057409
50002401.37,9837.421109,0.010244471,21.77765196,8535.973128,53.8344045,313.9402669,,0.119159247
33209523.88,15835.88403,0.010198046,25.25351488,6182.705538,23.67581171,386.8158283,,0.268006086
51874391.54,15067.71991,0.009116345,29.11961965,4786.523998,26.25354461,299.3839198,,0.140339159
40523129.59,17070.40323,0.010860682,26.68469772,5804.944189,22.59141909,339.836589,,0.170323842
42709998.71,6672.363193,0.011204055,25.83908194,7523.050214,30.0280465,292.2877925,,0.105464191
32069129.77,6753.672462,0.011539805,21.12453442,4269.084508,45.79149154,365.5540573,,0.18958754
57109954.45,5367.901003,0.008969573,26.38155426,5885.603164,38.4392076,354.3466774,,0.189680421
38013736.88,11949.54167,0.010301719,24.5834512,5627.072579,53.30527183,246.6546737,,0.064045007
47726456.37,5401.053118,0.008123641,26.80329226,8189.04859,31.27318392,397.2729891,,0.263988604
35652414.69,13740.78435,0.009783351,23.25753259,8113.005246,46.42093128,336.5076263,,0.162871971
52811610.41,7637.761456,0.009172917,25.74734977,8975.836564,70.29065628,436.3620392,,0.299519573
41577336,6015.925745,0.010853701,26.85778186,7715.113138,45.92591375,322.1488852,,0.141536532
45183164,6975.867438,0.009960815,27.52015174,8876.915199,48.97322298,391.7474969,,0.234474665
30592684.95,11982.52801,0.008709923,26.45932527,6079.542927,50.77996346,355.3397548,,0.180945991
58906716.93,7024.724187,0.009627357,26.79527623,4220.067787,51.62716587,201.6392827,,0.043144518
35739585.94,15602.43364,0.008422091,29.64814206,6129.595031,30.86856655,479.6549582,,0.63941599
48415972.69,19554.74527,0.008062664,25.41692775,7466.599352,31.15889693,336.9850153,,0.165623705
33682947.32,5537.883378,0.011397228,26.73105439,5934.237913,70.73313534,426.2233505,,0.276371324
51428892.76,8071.005327,0.010372356,28.18503265,4297.968812,73.79261047,332.6697179,,0.094358469
39347722.82,10982.80083,0.011807502,23.5202566,5323.620611,48.25149574,307.4089928,,0.117470481
43445255.2,15342.6442,0.011595206,27.19097773,5597.377428,21.30641222,457.5020786,,0.531397574
31505106,15237.7466,0.011149708,21.93915658,8539.682288,35.3081389,228.3878113,,0.060836883
55412880.06,5450.745305,0.008569853,28.8562737,5870.752391,77.12496153,486.0319058,,0.247889325
38291566.24,6598.747596,0.009061144,23.03362123,6271.343595,46.53503354,202.5967666,,0.042174978
46791960.12,12730.50912,0.008103529,22.6964497,4419.192522,47.32478706,359.2245522,,0.145398525
34655590.24,16878.79935,0.009031619,28.31092416,7973.686613,59.01847304,416.9842807,,0.294830264
54184627,5578.625489,0.009925138,20.80188568,8514.566721,20.07592696,205.7422329,,0.05188812
41025198.32,18527.29338,0.011642882,29.54994473,5832.725542,73.55578613,233.8701674,,0.057686041
45882363.38,18728.87419,0.011872739,28.99455369,8060.247659,21.71615429,432.9273571,,0.367638455
30684559.99,7356.414753,0.010032297,21.05654454,7965.850927,36.86183546,231.5386852,,0.057917561
58317982.46,11508.49444,0.008394526,26.19656694,8994.540007,29.91296121,449.3077661,,0.368569685
37166568.32,16798.24141,0.009102555,29.05877345,7275.028431,41.05455352,207.8318378,,0.045385202
49900076.5,9003.287107,0.011839022,25.16163775,4955.141134,28.83081043,408.4019242,,0.329618765
32840067.36,16501.71957,0.009309274,25.41351756,5666.925221,58.60789905,392.5862991,,0.226097845
52335866.06,10121.46707,0.009100762,24.08669916,5393.23476,71.00840062,242.5396149,,0.060414393
39790166.33,18604.65817,0.011203278,20.0979042,6591.787066,64.76487366,396.5796905,,0.221316459
43274861.19,5171.182928,0.01181555,27.60816331,7298.769524,25.82212638,230.9901281,,0.057245249
32704505.54,6205.29831,0.010384507,27.08632802,8162.302079,71.55748998,309.75993,,0.107909225
56384872.67,14243.2961,0.010732389,27.6756082,6062.424111,53.6252135,370.2548847,,0.197954728
37318407.59,6405.179328,0.011468407,26.22883337,4309.287657,29.33986973,348.302463,,0.209089491
48128089.4,13114.95516,0.010385963,25.93186883,6166.243181,28.08136619,494.604347,,0.637836163
35195382.63,18072.00733,0.008493516,27.72887904,4035.749511,69.20491496,295.0940134,,0.047567733
53770992.13,6875.17641,0.009586888,29.82424701,8567.566557,76.30050851,322.7117975,,0.118777754
42019699.02,7633.691667,0.008957856,23.84352745,5472.98355,40.36009686,240.9339335,,0.061041608
44379622.85,5464.447901,0.008639909,25.0165374,5746.168246,30.25985055,390.9690393,,0.277991389
30230093.93,5859.387224,0.010784501,26.11980655,8119.505664,54.0299185,452.8217431,,0.403457517
59793275.65,12021.39918,0.010817723,24.14459447,6334.711932,24.56726148,450.8197387,,0.415395269
36069831.6,5335.795142,0.008392072,27.34653462,5334.013501,69.63816892,334.1167063,,0.113647757
48846210.85,6105.546361,0.01108413,23.65281353,5645.329411,53.72576927,398.4257177,,0.239339436
33903735.42,10727.93169,0.011100329,29.62837119,8135.84984,23.77133918,301.966458,,0.137790298
50850959.28,11124.696,0.008214187,25.99476334,6895.918438,21.19310517,383.5763278,,0.264886547
39301731.35,9658.96459,0.008670328,29.25764278,4558.948412,27.48655171,259.0832218,,0.095807797
43882427.61,8722.204365,0.011519063,25.15470206,5779.343869,22.56456791,492.7437443,,0.681928087
31782728.78,15326.58101,0.011534302,21.56413109,8314.496242,54.92550649,208.9307376,,0.047819286
55827264.91,7923.703694,0.009824857,28.25671576,8307.459329,39.00377822,288.9064342,,0.095229794
38887241.78,19253.43695,0.011398946,20.2085937,8673.928269,54.13408273,480.8459799,,0.425444455
46738317.2,7237.663176,0.011498567,29.52755581,5448.72511,24.6715406,478.9890294,,0.692669335
34344211.66,7439.63063,0.009080659,29.34103529,7781.811534,59.63255524,382.0527421,,0.220696304
54591613.03,5667.690652,0.009258805,20.51421674,8134.303693,69.6889027,231.942508,,0.057910017
41377190.84,12357.92325,0.00912352,29.96196036,5300.079679,25.66147717,341.6216437,,0.219167157
45734041.2,9198.150053,0.008968622,27.55331052,7331.982739,33.56456584,276.5149103,,0.088980863
31314614.16,6475.984384,0.010919659,25.75645629,7860.246039,67.44261692,475.437411,,0.441174875
57745002.91,12997.79318,0.011993305,26.09189224,7214.836283,68.69997558,329.9425053,,0.124882285
36485407.54,8252.421319,0.010198691,27.53788402,7805.312911,44.23520997,351.354015,,0.176676659
50256299.36,9940.790315,0.011832398,28.52142102,5520.668754,40.89385244,317.2182886,,0.136560986
33272834.53,8372.3475,0.010405043,26.77884244,4940.109587,56.10152852,242.0327261,,0.065402812
51717689.52,12665.77408,0.010513626,24.2890301,4555.765587,34.09180546,385.2325124,,0.255304416
40290066.43,16389.50237,0.008682565,20.3057283,8366.683229,41.44339956,235.0246128,,0.062606695
42429030.77,10300.66197,0.008970147,28.9787381,8016.05053,28.99889184,385.1232683,,0.248855784
32250824.23,9224.720425,0.008849152,27.42504421,7952.150871,29.22521084,267.491987,,0.085337079
57190595.4,14319.66717,0.010085588,28.66456616,5817.697275,41.36184802,367.5009705,,0.213525609
37678557.45,10244.81734,0.011419308,26.4291907,4098.187729,29.54564082,308.9837653,,0.146604076
47408432.58,8175.226673,0.009030953,21.29816159,4970.738996,36.17223474,371.8649781,,0.212976667
35456731.78,18177.4117,0.008815488,28.61164044,5042.242777,21.32158517,292.0013579,,0.136582026
53111337.09,12479.34882,0.010077712,26.06316388,7849.064076,43.99241234,243.6928441,,0.060030886
41879276.79,7596.815077,0.008357953,24.83554208,6497.768888,50.59853037,271.8219231,,0.080900933
44807355.11,13665.74176,0.008747791,27.32657519,5634.860687,28.58923561,350.6186517,,0.205607683
30430080.37,18901.7714,0.009679564,21.65198947,6767.478571,77.72478471,423.1733736,,0.272054321
59241534.66,8888.346966,0.008721925,21.36294027,8620.161651,77.16596601,269.8390058,,0.076804276
36054295.42,11032.95782,0.008094747,28.99397065,8775.712121,26.48495215,467.754748,,0.530326137
48750362.03,7713.685924,0.01168731,22.0756433,5311.255602,59.66835885,209.7691814,,0.044943951
33570263.65,7831.485198,0.011070309,27.36577143,8892.978849,75.66594944,438.8581288,,0.32683474
51198572.63,5352.988942,0.011277723,23.69518396,8541.669013,53.89175726,288.8092903,,0.090510865
39577962.35,14588.05771,0.010839631,28.3227476,7204.187394,23.18156079,314.0807353,,0.16118005
43787635.74,7539.588957,0.01082336,27.62171439,8918.204814,41.24865778,491.3799395,,0.525007017
31469097.32,12074.95858,0.009654263,28.97970751,4815.047227,60.60850931,290.5777103,,0.092420767
55287419.52,10621.70775,0.009857318,26.00389115,8800.916537,60.43009148,452.0096874,,0.344354835
38107184.09,8772.34658,0.008093468,27.60628475,6881.159001,20.97996834,266.5488006,,0.092799727
47066128.16,19191.35881,0.009010903,27.89411308,8741.166152,20.36324297,421.6384638,,0.359077077
34733819.8,14470.86085,0.00818144,20.19565341,7070.930689,20.20032003,427.4579751,,0.364651236
54108653.79,16405.09387,0.011004047,24.14199966,8272.405378,25.12210088,211.4110126,,0.052587555
40794125.38,13505.36549,0.008967793,23.38500868,7013.512633,60.74325345,397.1176433,,0.231851615
46092527.07,7223.388226,0.008074412,25.89397087,7556.825505,22.81067618,225.7610991,,0.054440538
30835445.8,19099.47527,0.009766174,24.20595447,7495.124603,37.66408239,436.5076776,,0.365401888
58415498.01,19349.64061,0.011977698,21.01975596,7975.355638,22.99292843,235.5959096,,0.067442051
36920467.7,7884.357659,0.009309615,27.97167712,8849.657944,67.91838526,418.0894527,,0.280378282
49615431.2,9096.279812,0.010239374,24.51243766,6910.262455,75.5065925,412.0086682,,0.240979199
32990488.56,8988.466411,0.010512877,29.77386976,4872.09924,59.39549396,339.9625047,,0.135522617
52457174.04,13822.33368,0.011418498,27.6730134,7841.425816,52.30133092,292.5601211,,0.096683784
40083784.05,7982.521027,0.009579719,29.29455617,6559.301025,76.89311944,280.4281274,,0.088541653
42981583,7432.544622,0.010730769,25.11657005,7838.905643,74.31461642,367.6055747,,0.175019968
32531224.25,16925.81719,0.010715654,21.60226726,5317.257153,48.1953159,332.8147796,,0.142284791
56758177.49,9238.733043,0.009465251,27.06525002,4320.35035,50.90436458,277.8605874,,0.08032726
37607906.71,5579.50175,0.009019541,22.01263633,6737.94981,48.04699616,223.7204606,,0.050668154
48045710.42,15591.51795,0.009986262,20.75711778,5774.351213,21.16229926,258.2795105,,0.071735532
35033518.27,8714.266896,0.008169264,29.30408853,5840.176385,36.01661809,478.3987157,,0.492084749
53500609.72,6801.355664,0.008491027,20.47482873,5488.828559,33.43142482,328.3699038,,0.145602987
42197948.64,19792.68766,0.011223899,20.73318376,4987.915752,41.19890051,483.4037713,,0.462784555
44723307.89,6263.550124,0.010817264,21.74303658,8269.742488,48.99390144,434.691575,,0.302963399
30125028.91,6840.166012,0.011932614,23.0240635,6590.600702,33.02418021,402.2114376,,0.2849629
59456472.99,17504.18538,0.009507888,27.84293714,7439.243225,41.13394213,315.8434789,,0.127160576
36269456.71,7489.402116,0.011215033,21.20350209,6574.653183,56.23778217,432.7645525,,0.311752301
49167084.81,8566.798048,0.011293099,23.85211323,5868.138489,56.4145872,308.871843,,0.111861352
34050260.47,7176.232501,0.010975105,20.82780596,4671.353757,40.73088296,231.9330836,,0.056855266
50663535.8,5110.132782,0.008228627,23.2207738,8102.859784,33.95835259,332.3725818,,0.171992475
39071206.32,10683.51619,0.010823995,23.31652925,7967.10524,68.42711829,220.9244704,,0.050944188
44107513.77,11106.91233,0.009990395,22.34070628,6746.099421,71.47385487,456.0509823,,0.327543784
31861865.08,8115.576798,0.011517887,28.86938016,7021.437584,60.22000776,476.3293986,,0.457393529
56002433.19,11591.58528,0.008199808,21.87779658,4880.452174,25.96360323,209.2325737,,0.047313484
38544929.74,12657.10395,0.010330648,26.46857678,7018.917373,66.39649411,249.4612615,,0.062832202
46483505.33,9434.352254,0.008219214,21.2581726,7401.246384,59.44766362,467.6423653,,0.377180452
34532477.25,9579.772886,0.010324622,22.38085619,4735.520747,24.38777565,370.1201428,,0.231133591
54774349.56,7240.498798,0.008440508,26.7929866,7250.938693,50.07995631,461.1207937,,0.395085959
41198921.68,8845.510054,0.008998316,21.10531907,7497.209506,38.81156243,261.9843931,,0.073062362
45493336.51,6738.817166,0.008661968,29.93213746,7144.783722,30.63101602,412.1060719,,0.340505119
31157284.48,16315.4643,0.008570389,21.69011388,4354.509272,26.33350772,435.234746,,0.438625162
58075874.46,7296.103628,0.009527878,21.40289587,6248.085555,27.18437205,290.6176016,,0.100433809
36769413.57,15024.36374,0.010244367,20.46824038,6587.93785,41.09215491,328.2661863,,0.14767548
50099365.53,13014.4033,0.010207386,22.24252322,7677.162528,24.04411781,247.148282,,0.070120742
33094914.21,5716.854455,0.010223419,25.72631112,5166.500343,53.44561234,451.2737886,,0.336827056
52011132.99,7362.314261,0.009055963,21.5466699,7122.956516,61.89038931,448.6613878,,0.323463005
40511859.57,6768.381489,0.011138947,23.02845595,5797.126947,70.13297078,302.8480194,,0.102530293
42814811.3,5325.645435,0.009001181,28.61616164,8372.055329,36.64918371,228.3928789,,0.054033431
32132423.75,17064.20515,0.010460801,29.78243089,4267.066686,61.45802623,403.7113994,,0.142421696
56872736.19,16123.90907,0.00903104,22.73341855,5892.124564,53.81282718,391.1858752,,0.221300672
37870438.26,6349.959223,0.010369724,27.33277125,8471.305073,28.92071569,395.9298858,,0.263161547
47628105.49,9750.070327,0.009549122,28.83891169,4827.510153,25.4884542,444.8419946,,0.479662207
35565315.91,6077.242901,0.011562655,26.88573013,5355.258769,73.6437,343.7668922,,0.138949842
52840013.33,6893.915773,0.008747833,28.72275089,4056.73803,76.69062279,407.4696297,,0.062535892
41661512.35,8020.559008,0.011287987,28.90191552,5290.464057,37.32685339,219.3526956,,0.051998137
45047135.18,15859.46532,0.00870424,28.102221,6535.953358,35.20485422,296.7246365,,0.116015467
30563637.16,5477.941556,0.008095209,25.11672509,7239.129133,68.50071675,450.7383692,,0.350025743
58717528.57,8625.4315,0.010776586,21.4497123,7422.381407,48.21754558,245.0641774,,0.063808694
35830372.11,10463.33376,0.011040436,24.92542284,7934.681924,68.93587498,436.3616753,,0.316451723
48463973.63,7481.315509,0.008741835,26.75953689,6476.996416,42.99818793,244.0736311,,0.060378154
33763874.78,19416.8,0.010140843,26.39618246,4535.73547,73.25405802,256.3830061,,0.064755293
51401010.51,6379.81259,0.011798448,26.16787992,8753.831819,65.68885434,211.1985006,,0.048126714
39457227.73,5449.610771,0.009586852,27.23580862,8144.490786,75.50441983,300.1451486,,0.09620751
43573781.91,7779.691166,0.009753371,23.56262701,7872.030844,54.16882962,450.117482,,0.352844073
31657014.2,13591.77185,0.010708596,24.91345148,4396.300511,43.9383805,313.0908831,,0.129358142
55592947.66,8779.136359,0.010337276,28.27755857,6311.94566,27.99350954,384.1862807,,0.26334044
38469335.66,5077.208672,0.01014181,23.31041288,8572.075646,70.2533295,438.3354522,,0.308196962
46902902.36,9511.10056,0.008979925,29.50671352,8394.007805,42.70569193,266.6682375,,0.077067551
34573571.42,6863.619318,0.009907298,23.85165794,5230.217386,61.7332135,207.1237364,,0.045376485
54381046.51,6137.084874,0.010778311,20.52993776,6372.492698,59.15499792,441.0400712,,0.306017208
40950305.52,11505.29093,0.009387294,27.70098922,6270.705478,32.45257576,338.1326534,,0.167982709
45909224.57,10369.59721,0.010298315,26.64765018,5011.247537,27.53109287,423.2226629,,0.411065534
30764902.77,16271.70995,0.008315537,29.6946582,5816.057317,69.60883807,223.7095028,,0.053412111
58145062.5,5203.196047,0.010236271,24.90281155,6037.215797,64.54596529,455.9667884,,0.314487267
37136941.27,12597.6097,0.008536936,26.70092384,5787.917067,49.68382268,347.7597111,,0.167768199
49716215.02,10262.87179,0.010591628,25.46110692,5416.22225,27.24744547,275.8796365,,0.090899094
32764498.98,9059.605084,0.009885965,26.76531489,7026.708695,74.61511777,487.3280133,,0.414619168
52173273.88,6609.28128,0.009703759,23.09474635,6675.361009,54.71552496,337.3483937,,0.140644272
39918469.89,12476.95626,0.008321749,25.40661807,4640.772832,35.09837976,350.7921678,,0.182427253
43204573.67,13509.06002,0.011488861,28.96056553,6017.418214,40.01987316,287.9328386,,0.104225412
32583927.61,15398.41467,0.011139921,27.28612169,7388.18929,72.67141163,402.4384855,,0.247236927
56341155.01,13269.47371,0.011157356,25.31530553,6924.537434,59.37887173,474.1489887,,0.396652289
37388987.11,8088.016083,0.010893985,28.24614943,8764.480852,20.15578776,207.275424,,0.051368233
48255139.5,6370.322482,0.008227751,24.56937467,8865.665242,62.68604641,487.9499019,,0.442010911
35215265.6,11398.4743,0.009927288,25.37952662,8959.75218,77.77656594,248.7696996,,0.062391564
53695460.5,13400.99552,0.00952205,22.08713102,5845.404366,40.6569118,472.2073446,,0.432650871
42146961.31,11576.60074,0.009042749,25.18606972,5464.862361,51.92506905,202.923353,,0.043833665
44470930.42,14553.82316,0.009359722,24.01550118,5739.344166,77.46436747,352.8079594,,0.140858275
30324800.14,6064.489833,0.008986886,28.33055629,7619.62168,79.28375312,351.5007334,,0.157133375
59883255.25,9413.151656,0.011181914,25.49768425,6341.539737,68.1830498,488.9808186,,0.375756627
36207804.48,10040.73918,0.008467859,24.49160126,8764.192445,49.03313915,484.2365281,,0.491444988
49074038.44,7185.545032,0.01175182,26.32326439,5333.91748,67.15772278,235.8960428,,0.058052106
33877920.29,17843.19687,0.011798126,20.39540247,7822.56867,40.33755752,463.6065005,,0.413849875
51000691.11,5897.93071,0.011158632,27.90436466,8685.182423,76.46831085,309.2736146,,0.106628025
39165642.67,5930.450572,0.008493717,20.64908167,4252.111724,40.88870062,356.5629611,,0.171480909
43954769.42,11759.60636,0.011513989,22.34694632,8046.410086,38.7667162,433.8796848,,0.320665969
31687306.33,6696.750399,0.011561317,25.93438682,5422.26083,68.72117685,267.693524,,0.079443075
55695673.2,19127.69617,0.00821876,22.69402847,8989.551936,49.30753743,450.69926,,0.336083027
38788282.39,13107.77995,0.009276337,22.40994716,7269.124836,23.41772944,209.3701023,,0.050197648
46564082.27,17423.79911,0.010580253,23.91836751,6066.731398,34.98537139,331.405277,,0.149909347
34217926.08,13131.66492,0.009077447,23.15433554,5671.741519,77.18213093,393.391784,,0.192227186
54497135.34,17951.26759,0.009270333,26.98376715,5398.470787,53.48905727,243.4915849,,0.064570629
41408730.5,14222.76388,0.009790529,20.13267817,5619.120446,42.25698602,442.7744989,,0.35289956
45601641.35,19705.13356,0.011913075,25.7202414,8086.611428,67.83571638,350.9663959,,0.160276306
31169232.86,7457.021993,0.010244386,24.3455041,8176.273763,52.9834557,308.9541584,,0.119367826
57562177.69,15017.67063,0.008496889,21.04063635,5901.574509,49.95162634,435.0432055,,0.305081098
36579761.56,6208.647243,0.009701665,22.56477353,4138.029641,70.48330171,246.0896019,,0.058466821
50383624.57,8248.417007,0.009719633,24.50138967,5246.718494,57.46542094,314.9716976,,0.11900629
33350556.55,11288.93649,0.011754502,26.71357959,4820.29567,76.22064125,298.0431006,,0.09556244
51673247.58,10511.04447,0.008931103,27.68877313,6157.883471,78.7984278,378.1885581,,0.166245452
40366919.23,11908.34292,0.01118655,25.25446407,4514.463268,75.19495683,419.802542,,0.181647044
42592722.75,19786.58555,0.011473246,23.92749309,4163.191775,55.25079651,269.7788624,,0.08196288
32313639.02,5664.783034,0.008049268,22.59642845,8261.466544,42.86359475,366.8664304,,0.202176313
57354097.67,7694.864416,0.009045441,25.58553066,4755.926858,60.98410331,293.122115,,0.089815853
37854324.84,17036.75148,0.011744772,23.47494664,4418.754347,45.87934461,475.4479122,,0.391858503
47380376.04,6952.278149,0.009820592,28.64632646,4659.632278,20.89459554,243.776591,,0.076593981
35374411.35,5615.994442,0.008842626,23.88978443,7152.75611,42.32510173,332.2711692,,0.149504433
53128684.03,5282.136592,0.011971886,20.49303942,8510.481023,37.40283139,419.704355,,0.301372256
41744415.43,5116.252083,0.010481408,22.62404154,5089.920925,26.96838622,449.6868838,,0.44792851
45005351.85,5800.171824,0.009329199,21.72482644,6193.128816,22.04634934,235.9841474,,0.058204905
30378346.93,8023.860402,0.008276833,27.41742702,7404.259728,71.17093805,237.8068675,,0.058787931
59058981.77,10968.82496,0.008748621,26.13357671,6357.963775,59.61948047,206.7635205,,0.044757604
35886909.76,18762.07767,0.008803704,21.02994189,8471.622695,41.90861069,297.8914125,,0.103442473
48617414.35,16614.70321,0.008694265,23.98676106,5103.982299,41.73202039,436.4987207,,0.319987504
33459677.08,6654.392525,0.011765642,22.53713654,8588.853623,60.15437211,345.459072,,0.168960456
51090409.67,8903.328671,0.011573822,26.36656815,8863.192239,70.22543557,495.5868923,,0.453158165
39669676.68,6319.315328,0.009878788,22.08616008,7187.077019,73.81593854,204.8660276,,0.042553896
43630663.63,19647.09025,0.008033464,20.43885228,5467.682942,66.02042434,272.3159365,,0.078609063
31371225.11,19836.04907,0.008713338,25.09989843,8736.525292,50.14002528,497.8802464,,0.555735872
55051508.92,6930.954058,0.011004632,23.18645295,5350.422174,31.82478309,221.226935,,0.050770022
38242321.33,15474.86672,0.010803648,20.41399543,4691.623456,56.29677903,497.4756775,,0.389318293
47174851.1,5659.974152,0.010206067,21.65999576,8797.297303,74.72887253,453.5554337,,0.323754537
34894885.21,15682.45268,0.010597021,24.05895092,8094.234776,44.30446081,311.4813292,,0.127713164
53958095.61,6193.165259,0.010484798,26.54998403,8956.762699,65.37587652,465.9420833,,0.375484005
40693938.74,7528.281125,0.009542294,26.05514874,7696.037637,48.49694331,278.9832735,,0.087156275
46181537.22,7913.083041,0.010647096,29.53250672,8896.906828,45.45004501,360.263584,,0.19719027
30930494.17,9861.758431,0.011625184,22.92064405,6384.537494,31.25724446,459.3055732,,0.470648117
58710602.18,6280.832955,0.008446188,20.75104131,7528.328384,20.3250062,399.9199704,,0.29711283
37014155.11,8980.998014,0.009048947,24.15958877,8622.849769,46.94972518,341.2559944,,0.171539573
49505685.01,7998.085864,0.01049418,28.35630368,6538.802115,39.30291704,338.8376113,,0.162842759
32981961.77,14120.07169,0.009043837,29.49571418,5631.58834,58.83443708,429.2040239,,0.264144481
52546963.94,6548.895512,0.009058797,28.94611565,4240.137032,76.84658091,305.9624268,,0.059178573
40058893.98,7120.677566,0.011135937,25.58995006,8056.242848,55.11806741,454.9940841,,0.378091177
43102012.25,13385.61582,0.011773455,23.10044282,8452.767361,32.18586208,317.5850088,,0.140881197
32445839.21,5874.311133,0.011789667,28.93072462,5953.701877,60.32434564,380.5007491,,0.217735528
56637396.97,8700.257338,0.011756806,28.3673601,5811.703486,73.60224106,461.6640722,,0.28717199
37462411.91,5882.227984,0.008902953,21.73332995,4414.578523,73.92250368,378.7323489,,0.130734715
47798282.46,10091.57015,0.009945314,21.44315551,6266.040583,73.36735402,234.4823813,,0.054798255
34950515.04,16725.08675,0.01193203,24.64618568,4531.654644,23.80173969,414.6550617,,0.384602703
53336960.48,10040.32102,0.011720679,25.81934821,4179.848684,45.57649693,264.7090587,,0.082381851
42422173.33,12809.71118,0.011215497,21.45827996,4552.481394,64.34465981,458.9932337,,0.273801167
44550285.08,6071.425084,0.011199698,22.00296669,5319.233137,74.85667517,280.8425853,,0.083762653
30022698.89,6448.045074,0.00934417,21.85547292,7906.802164,38.97876343,258.2471207,,0.072093749
59583339.2,18369.43953,0.011205571,26.64764367,8935.483943,34.35899075,499.8712679,,0.537546189
36364916.03,13428.79591,0.010289534,28.25862797,7215.674357,38.48398152,253.8471713,,0.070662609
49337049.18,9384.76348,0.009990909,20.01826511,4371.296951,79.11222032,427.192382,,0.17507456
34131640.26,14821.46607,0.008615472,22.04490951,8584.522671,28.24128338,218.3479227,,0.056926021
50513487.96,16103.99978,0.01169904,23.5673126,7383.658381,32.69454264,429.7430005,,0.319684134
38953379.07,8399.900937,0.009353552,23.66304421,7519.510397,65.75507619,393.5156169,,0.222179627
44235350.35,12647.48382,0.009743404,26.15286139,6976.407622,43.68722433,229.2086327,,0.053419498
32001832.17,10587.20343,0.008050404,29.14784077,8484.700941,58.96217019,311.5670313,,0.119760906
56211980.2,5492.10324,0.010339989,20.68280032,8491.086985,43.00887066,222.8111459,,0.056479595
38629166.95,13889.04541,0.008882841,27.79097598,8183.746733,58.11285375,414.5148891,,0.282539901
46323342.61,8504.576931,0.010557538,22.6121575,8423.859211,68.55167527,342.2127568,,0.153816353
34436353.18,10274.11994,0.011179825,29.42746529,4056.046309,66.6338854,343.5199018,,0.103507085
54958726.95,7856.982332,0.010774927,28.08776975,8586.643393,74.19868675,279.5922471,,0.080785687
41106118.07,10435.09447,0.011787535,29.84924262,7519.198,63.19593165,295.6319159,,0.097460907
45365121.28,16244.87396,0.011623001,21.17850256,7244.858984,66.25026881,445.5119897,,0.315732895
30992401.14,9023.9142,0.010282526,28.8827429,7179.649678,51.39732752,216.0152101,,0.049258432
57905067.28,5736.823202,0.008588904,22.67667544,7283.878075,32.06746516,497.8409636,,0.544026132
36740032.14,9799.451148,0.008893928,27.65091766,5023.734863,66.65333491,397.3393088,,0.164749065
49927004.1,8324.483966,0.009012162,28.47667164,7660.051482,78.43172572,290.5461878,,0.09188089
33180837.48,18968.24848,0.009059505,24.49216686,5183.607131,44.07997485,409.8581454,,0.285598208
51970656.63,17699.50604,0.010125983,21.17018036,6404.617795,47.12684006,341.4307339,,0.153558194
40620265.87,9280.437985,0.011774289,28.46276401,8124.226381,59.32404118,365.4230634,,0.18440178
42725095.48,12267.53982,0.010181131,29.02317397,5154.908551,51.42055026,411.7909352,,0.2471999
