iter	Passed	Remaining
3295	4086	2112
3296	4087	2111
3297	4088	2109
3298	4089	2108
3299	4090	2107
3300	4091	2105
3301	4092	2104
3302	4093	2103
3303	4094	2101
3304	4095	2100
3305	4096	2099
3306	4097	2097
3307	4098	2096
3308	4099	2095
3309	4100	2093
3310	4101	2092
3311	4103	2091
3312	4104	2090
3313	4105	2088
3314	4106	2087
3315	4107	2086
3316	4108	2084
3317	4109	2083
3318	4110	2082
3319	4112	2080
3320	4113	2079
3321	4114	2078
3322	4115	2076
3323	4116	2075
3324	4117	2074
3325	4118	2072
3326	4119	2071
3327	4120	2070
3328	4121	2068
3329	4123	2067
3330	4124	2066
3331	4125	2065
3332	4126	2063
3333	4127	2062
3334	4128	2061
3335	4129	2059
3336	4130	2058
3337	4131	2057
3338	4132	2055
3339	4133	2054
3340	4134	2053
3341	4136	2051
3342	4137	2050
3343	4138	2049
3344	4139	2048
3345	4140	2046
3346	4141	2045
3347	4142	2044
3348	4143	2042
3349	4144	2041
3350	4146	2040
3351	4147	2038
3352	4148	2037
3353	4149	2036
3354	4150	2034
3355	4151	2033
3356	4152	2032
3357	4153	2030
3358	4154	2029
3359	4155	2028
3360	4156	2027
3361	4157	2025
3362	4159	2024
3363	4160	2023
3364	4161	2021
3365	4162	2020
3366	4163	2019
3367	4164	2018
3368	4165	2016
3369	4166	2015
3370	4167	2014
3371	4168	2012
3372	4170	2011
3373	4171	2010
3374	4172	2008
3375	4174	2007
3376	4175	2006
3377	4176	2005
3378	4177	2004
3379	4178	2002
3380	4180	2001
3381	4181	2000
3382	4182	1999
3383	4183	1997
3384	4184	1996
3385	4185	1995
3386	4187	1993
3387	4188	1992
3388	4189	1991
3389	4190	1990
3390	4191	1988
3391	4192	1987
3392	4193	1986
3393	4195	1985
3394	4196	1983
3395	4197	1982
3396	4198	1981
3397	4199	1979
3398	4200	1978
3399	4201	1977
3400	4202	1975
3401	4203	1974
3402	4204	1973
3403	4205	1971
3404	4207	1970
3405	4208	1969
3406	4209	1968
3407	4210	1966
3408	4211	1965
3409	4212	1964
3410	4213	1962
3411	4214	1961
3412	4216	1960
3413	4217	1959
3414	4218	1957
3415	4219	1956
3416	4220	1955
3417	4221	1954
3418	4222	1952
3419	4223	1951
3420	4224	1950
3421	4226	1948
3422	4227	1947
3423	4228	1946
3424	4229	1944
3425	4230	1943
3426	4231	1942
3427	4232	1940
3428	4233	1939
3429	4234	1938
3430	4235	1936
3431	4236	1935
3432	4238	1934
3433	4239	1933
3434	4240	1931
3435	4241	1930
3436	4242	1929
3437	4243	1927
3438	4244	1926
3439	4245	1925
3440	4246	1924
3441	4247	1922
3442	4248	1921
3443	4249	1920
3444	4251	1918
3445	4252	1917
3446	4253	1916
3447	4254	1914
3448	4255	1913
3449	4256	1912
3450	4257	1911
3451	4258	1909
3452	4259	1908
3453	4260	1907
3454	4261	1905
3455	4262	1904
3456	4263	1903
3457	4264	1901
3458	4266	1900
3459	4267	1899
3460	4268	1897
3461	4269	1896
3462	4270	1895
3463	4271	1893
3464	4272	1892
3465	4273	1891
3466	4274	1890
3467	4275	1888
3468	4276	1887
3469	4277	1886
3470	4278	1884
3471	4279	1883
3472	4280	1882
3473	4281	1880
3474	4283	1879
3475	4284	1878
3476	4285	1876
3477	4286	1875
3478	4287	1874
3479	4288	1873
3480	4289	1871
3481	4290	1870
3482	4291	1869
3483	4292	1867
3484	4293	1866
3485	4294	1865
3486	4296	1864
3487	4297	1862
3488	4298	1861
3489	4299	1860
3490	4300	1858
3491	4301	1857
3492	4302	1856
3493	4303	1854
3494	4304	1853
3495	4305	1852
3496	4306	1851
3497	4307	1849
3498	4309	1848
3499	4310	1847
3500	4311	1845
3501	4312	1844
3502	4314	1843
3503	4315	1842
3504	4316	1841
3505	4317	1839
3506	4318	1838
3507	4319	1837
3508	4320	1835
3509	4321	1834
3510	4322	1833
3511	4323	1831
3512	4324	1830
3513	4326	1829
3514	4327	1828
3515	4328	1826
3516	4329	1825
3517	4330	1824
3518	4331	1822
3519	4332	1821
3520	4333	1820
3521	4334	1819
3522	4335	1817
3523	4337	1816
3524	4338	1815
3525	4339	1813
3526	4340	1812
3527	4341	1811
3528	4342	1810
3529	4343	1808
3530	4344	1807
3531	4345	1806
3532	4347	1805
3533	4348	1803
3534	4349	1802
3535	4350	1801
3536	4351	1799
3537	4352	1798
3538	4353	1797
3539	4354	1795
3540	4355	1794
3541	4356	1793
3542	4357	1792
3543	4358	1790
3544	4360	1789
3545	4361	1788
3546	4362	1787
3547	4363	1785
3548	4364	1784
3549	4365	1783
3550	4366	1781
3551	4367	1780
3552	4368	1779
3553	4369	1777
3554	4370	1776
3555	4372	1775
3556	4373	1774
3557	4374	1772
3558	4375	1771
3559	4376	1770
3560	4377	1768
3561	4378	1767
3562	4379	1766
3563	4380	1765
3564	4381	1763
3565	4382	1762
3566	4383	1761
3567	4385	1760
3568	4386	1758
3569	4387	1757
3570	4388	1756
3571	4389	1754
3572	4391	1753
3573	4392	1752
3574	4393	1751
3575	4394	1749
3576	4395	1748
3577	4396	1747
3578	4397	1745
3579	4398	1744
3580	4400	1743
3581	4401	1742
3582	4402	1741
3583	4404	1740
3584	4405	1738
3585	4406	1737
3586	4407	1736
3587	4408	1734
3588	4409	1733
3589	4410	1732
3590	4412	1731
3591	4413	1729
3592	4414	1728
3593	4415	1727
3594	4416	1726
3595	4417	1724
3596	4418	1723
3597	4419	1722
3598	4420	1720
3599	4422	1719
3600	4423	1718
3601	4424	1717
3602	4425	1715
3603	4426	1714
3604	4427	1713
3605	4428	1712
3606	4430	1710
3607	4431	1709
3608	4432	1708
3609	4433	1707
3610	4434	1705
3611	4435	1704
3612	4437	1703
3613	4438	1702
3614	4439	1700
3615	4440	1699
3616	4441	1698
3617	4442	1697
3618	4444	1695
3619	4445	1694
3620	4446	1693
3621	4447	1692
3622	4448	1690
3623	4450	1689
3624	4451	1688
3625	4452	1687
3626	4453	1685
3627	4454	1684
3628	4455	1683
3629	4456	1681
3630	4457	1680
3631	4458	1679
3632	4459	1678
3633	4460	1676
3634	4462	1675
3635	4463	1674
3636	4464	1673
3637	4465	1671
3638	4466	1670
3639	4467	1669
3640	4468	1667
3641	4469	1666
3642	4470	1665
3643	4471	1664
3644	4473	1662
3645	4474	1661
3646	4475	1660
3647	4476	1659
3648	4477	1657
3649	4478	1656
3650	4479	1655
3651	4480	1653
3652	4481	1652
3653	4483	1651
3654	4484	1650
3655	4485	1648
3656	4486	1647
3657	4487	1646
3658	4488	1644
3659	4489	1643
3660	4490	1642
3661	4491	1641
3662	4492	1639
3663	4493	1638
3664	4495	1637
3665	4496	1636
3666	4497	1634
3667	4498	1633
3668	4499	1632
3669	4500	1630
3670	4501	1629
3671	4502	1628
3672	4503	1627
3673	4504	1625
3674	4505	1624
3675	4506	1623
3676	4507	1621
3677	4508	1620
3678	4510	1619
3679	4511	1618
3680	4512	1616
3681	4513	1615
3682	4514	1614
3683	4515	1613
3684	4516	1611
3685	4517	1610
3686	4519	1609
3687	4520	1608
3688	4521	1606
3689	4522	1605
3690	4523	1604
3691	4524	1602
3692	4525	1601
3693	4526	1600
3694	4527	1599
3695	4528	1597
3696	4530	1596
3697	4531	1595
3698	4532	1594
3699	4533	1592
3700	4534	1591
3701	4535	1590
3702	4536	1589
3703	4537	1587
3704	4539	1586
3705	4540	1585
3706	4541	1584
3707	4542	1582
3708	4543	1581
3709	4544	1580
3710	4545	1579
3711	4547	1577
3712	4548	1576
3713	4549	1575
3714	4550	1573
3715	4551	1572
3716	4552	1571
3717	4553	1570
3718	4554	1568
3719	4555	1567
3720	4556	1566
3721	4557	1564
3722	4558	1563
3723	4559	1562
3724	4560	1561
3725	4562	1559
3726	4563	1558
3727	4564	1557
3728	4565	1556
3729	4566	1554
3730	4567	1553
3731	4568	1552
3732	4569	1550
3733	4570	1549
3734	4571	1548
3735	4572	1547
3736	4574	1545
3737	4575	1544
3738	4576	1543
3739	4577	1542
3740	4578	1540
3741	4579	1539
3742	4580	1538
3743	4581	1537
3744	4582	1535
3745	4583	1534
3746	4585	1533
3747	4586	1531
3748	4587	1530
3749	4588	1529
3750	4589	1528
3751	4590	1526
3752	4591	1525
3753	4592	1524
3754	4593	1523
3755	4595	1521
3756	4596	1520
3757	4597	1519
3758	4598	1518
3759	4599	1516
3760	4600	1515
3761	4601	1514
3762	4602	1512
3763	4603	1511
3764	4604	1510
3765	4605	1509
3766	4607	1507
3767	4608	1506
3768	4609	1505
3769	4610	1504
3770	4611	1502
3771	4612	1501
3772	4613	1500
3773	4614	1499
3774	4615	1497
3775	4617	1496
3776	4618	1495
3777	4619	1494
3778	4621	1493
3779	4622	1492
3780	4623	1490
3781	4624	1489
3782	4626	1488
3783	4627	1486
3784	4628	1485
3785	4629	1484
3786	4630	1483
3787	4632	1482
3788	4633	1480
3789	4634	1479
3790	4635	1478
3791	4636	1477
3792	4637	1475
3793	4638	1474
3794	4639	1473
3795	4640	1471
3796	4641	1470
3797	4643	1469
3798	4644	1468
3799	4645	1466
3800	4646	1465
3801	4647	1464
3802	4648	1463
3803	4650	1462
3804	4651	1460
3805	4652	1459
3806	4653	1458
3807	4654	1457
3808	4655	1455
3809	4656	1454
3810	4657	1453
3811	4658	1451
3812	4659	1450
3813	4661	1449
3814	4662	1448
3815	4663	1446
3816	4664	1445
3817	4665	1444
3818	4666	1443
3819	4667	1441
3820	4668	1440
3821	4670	1439
3822	4671	1438
3823	4672	1436
3824	4673	1435
3825	4674	1434
3826	4675	1433
3827	4676	1431
3828	4678	1430
3829	4679	1429
3830	4680	1428
3831	4681	1426
3832	4682	1425
3833	4683	1424
3834	4684	1423
3835	4685	1421
3836	4686	1420
3837	4687	1419
3838	4689	1418
3839	4690	1416
3840	4691	1415
3841	4692	1414
3842	4693	1413
3843	4694	1411
3844	4696	1410
3845	4697	1409
3846	4698	1408
3847	4699	1406
3848	4700	1405
3849	4701	1404
3850	4702	1403
3851	4703	1401
3852	4705	1400
3853	4706	1399
3854	4707	1398
3855	4708	1396
3856	4709	1395
3857	4710	1394
3858	4711	1393
3859	4712	1391
3860	4713	1390
3861	4715	1389
3862	4716	1388
3863	4717	1386
3864	4718	1385
3865	4719	1384
3866	4720	1383
3867	4721	1381
3868	4722	1380
3869	4724	1379
3870	4725	1378
3871	4726	1376
3872	4727	1375
3873	4728	1374
3874	4729	1373
3875	4730	1371
3876	4731	1370
3877	4732	1369
3878	4733	1368
3879	4734	1366
3880	4735	1365
3881	4736	1364
3882	4737	1362
3883	4738	1361
3884	4740	1360
3885	4741	1359
3886	4742	1357
3887	4743	1356
3888	4744	1355
3889	4745	1354
3890	4746	1352
3891	4747	1351
3892	4749	1350
3893	4750	1349
3894	4751	1347
3895	4752	1346
3896	4753	1345
3897	4754	1344
3898	4756	1343
3899	4757	1341
3900	4758	1340
3901	4759	1339
3902	4760	1338
3903	4761	1336
3904	4762	1335
3905	4763	1334
3906	4765	1333
3907	4766	1331
3908	4767	1330
3909	4768	1329
3910	4769	1328
3911	4770	1326
3912	4786	1329
3913	4787	1328
3914	4789	1327
3915	4791	1326
3916	4793	1325
3917	4794	1324
3918	4796	1322
3919	4797	1321
3920	4799	1320
3921	4800	1319
3922	4801	1318
3923	4803	1317
3924	4804	1315
3925	4806	1314
3926	4807	1313
3927	4809	1312
3928	4810	1311
3929	4812	1310
3930	4813	1309
3931	4815	1307
3932	4817	1306
3933	4818	1305
3934	4819	1304
3935	4820	1303
3936	4821	1301
3937	4823	1300
3938	4824	1299
3939	4825	1298
3940	4826	1296
3941	4827	1295
3942	4828	1294
3943	4830	1293
3944	4831	1292
3945	4832	1290
3946	4833	1289
3947	4834	1288
3948	4835	1287
3949	4836	1285
3950	4837	1284
3951	4839	1283
3952	4840	1282
3953	4842	1281
3954	4843	1279
3955	4845	1278
3956	4846	1277
3957	4847	1276
3958	4848	1274
3959	4849	1273
3960	4850	1272
3961	4851	1271
3962	4852	1269
3963	4853	1268
3964	4855	1267
3965	4856	1266
3966	4857	1264
3967	4858	1263
3968	4859	1262
3969	4860	1261
3970	4861	1259
3971	4862	1258
3972	4863	1257
3973	4864	1255
3974	4865	1254
3975	4866	1253
3976	4867	1252
3977	4868	1250
3978	4869	1249
3979	4870	1248
3980	4871	1246
3981	4872	1245
3982	4873	1244
3983	4874	1243
3984	4875	1241
3985	4876	1240
3986	4877	1239
3987	4878	1237
3988	4879	1236
3989	4880	1235
3990	4881	1234
3991	4882	1232
3992	4883	1231
3993	4884	1230
3994	4885	1229
3995	4886	1227
3996	4887	1226
3997	4888	1225
3998	4889	1223
3999	4890	1222
4000	4891	1221
4001	4892	1220
4002	4893	1218
4003	4894	1217
4004	4895	1216
4005	4896	1214
4006	4897	1213
4007	4898	1212
4008	4899	1211
4009	4900	1209
4010	4901	1208
4011	4902	1207
4012	4903	1206
4013	4904	1204
4014	4905	1203
4015	4906	1202
4016	4907	1200
4017	4908	1199
4018	4909	1198
4019	4910	1197
4020	4911	1195
4021	4912	1194
4022	4913	1193
4023	4914	1192
4024	4915	1190
4025	4916	1189
4026	4917	1188
4027	4918	1186
4028	4919	1185
4029	4921	1184
4030	4922	1183
4031	4923	1181
4032	4924	1180
4033	4925	1179
4034	4926	1178
4035	4927	1176
4036	4928	1175
4037	4929	1174
4038	4930	1173
4039	4931	1171
4040	4932	1170
4041	4933	1169
4042	4934	1167
4043	4935	1166
4044	4936	1165
4045	4937	1164
4046	4938	1162
4047	4939	1161
4048	4940	1160
4049	4941	1159
4050	4942	1157
4051	4943	1156
4052	4944	1155
4053	4945	1154
4054	4946	1152
4055	4947	1151
4056	4948	1150
4057	4949	1149
4058	4950	1147
4059	4952	1146
4060	4953	1145
4061	4954	1144
4062	4956	1142
4063	4957	1141
4064	4958	1140
4065	4959	1139
4066	4960	1137
4067	4961	1136
4068	4962	1135
4069	4963	1134
4070	4964	1132
4071	4965	1131
4072	4966	1130
4073	4967	1129
4074	4968	1127
4075	4969	1126
4076	4971	1125
4077	4972	1124
4078	4973	1122
4079	4974	1121
4080	4975	1120
4081	4976	1119
4082	4977	1117
4083	4978	1116
4084	4979	1115
4085	4980	1114
4086	4981	1112
4087	4982	1111
4088	4983	1110
4089	4984	1109
4090	4985	1107
4091	4986	1106
4092	4989	1105
4093	4990	1104
4094	4991	1103
4095	4992	1101
4096	4993	1100
4097	4995	1099
4098	4996	1098
4099	4997	1096
4100	4998	1095
4101	4999	1094
4102	5000	1093
4103	5001	1091
4104	5002	1090
4105	5003	1089
4106	5004	1088
4107	5005	1086
4108	5006	1085
4109	5007	1084
4110	5008	1083
4111	5009	1081
4112	5010	1080
4113	5011	1079
4114	5012	1077
4115	5013	1076
4116	5014	1075
4117	5015	1074
4118	5016	1072
4119	5017	1071
4120	5018	1070
4121	5020	1069
4122	5021	1068
4123	5022	1066
4124	5023	1065
4125	5024	1064
4126	5025	1062
4127	5025	1061
4128	5026	1060
4129	5027	1059
4130	5028	1057
4131	5029	1056
4132	5030	1055
4133	5031	1054
4134	5032	1052
4135	5033	1051
4136	5034	1050
4137	5035	1049
4138	5036	1047
4139	5037	1046
4140	5038	1045
4141	5039	1043
4142	5040	1042
4143	5042	1041
4144	5043	1040
4145	5044	1039
4146	5045	1037
4147	5046	1036
4148	5047	1035
4149	5048	1034
4150	5049	1032
4151	5050	1031
4152	5051	1030
4153	5052	1028
4154	5053	1027
4155	5054	1026
4156	5055	1025
4157	5056	1023
4158	5057	1022
4159	5058	1021
4160	5060	1020
4161	5061	1019
4162	5062	1017
4163	5063	1016
4164	5064	1015
4165	5065	1013
4166	5066	1012
4167	5067	1011
4168	5068	1010
4169	5069	1008
4170	5070	1007
4171	5071	1006
4172	5072	1005
4173	5073	1003
4174	5074	1002
4175	5075	1001
4176	5076	1000
4177	5077	998
4178	5079	997
4179	5080	996
4180	5082	995
4181	5083	994
4182	5084	993
4183	5085	991
4184	5086	990
4185	5087	989
4186	5089	988
4187	5090	986
4188	5091	985
4189	5092	984
4190	5093	983
4191	5094	981
4192	5095	980
4193	5096	979
4194	5097	978
4195	5098	976
4196	5099	975
4197	5100	974
4198	5101	973
4199	5103	972
4200	5104	970
4201	5105	969
4202	5106	968
